Position	CD15	CD4	NAKATPASE	ASMA	CD8	FOXP3	CD31	PDL1	CD27	CD3	CD56	CD206	GZB	HLAI	CASP3	CD163	CD16	CD45	CD20	LAG3	CD11C	S6	PANCK	HLAII	KI67	CD68	KAPPA	CD14	CD38	PD1	MPO	B2MG	TRYPTASE	LAMBDA	GP100	ANNEXINV	ISOTYPERB	ISOTYPEMU
region_234	Good	Fair	Fair	Fair	Good	Good	Fair	Good	Fair	Good	Fair	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	Good
region_235	Good	Good	Good	Fair	Poor	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Good	Fair	Fair	Fair	Good	Good	Good	Good	Good
region_236	Good	Good	Good	Fair	Fair	Good	Good	Good	Fair	Good	Fair	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Fair	Poor	Good	Good
region_237	Fair	Good	Good	Poor	Fair	Good	Fair	Good	Good	Fair	Fair	Fair	Poor	Fair	Poor	Good	Fair	Fair	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Fair	Good	Fair	Good	Fair	Good	Good	Fair	Fair	Good	Good
region_238	Good	Fair	Good	Poor	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Poor	Fair	Good	Fair	Good	Good	Good
region_239	Good	Fair	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Poor	Good	Good	Good	Good	Good	Good
region_240	Poor	Fair	Fair	Good	Good	Fair	Good	Good	Fair	Good	Fair	Fair	Good	Fair	Good	Fair	Good	Excellent	Good	Good	Poor	Fair	Fair	Good	Fair	Good	Good	Poor	Good	Good	Poor	Good	Good	Good	Good	Fair	Good	Good
region_241	Fair	Fair	Good	Fair	Fair	Excellent	Poor	Poor	Good	Good	Good	Good	Good	Excellent	Fair	Excellent	Good	Good	Fair	Good	Excellent	Good	Good	Excellent	Good	Good	Fair	Excellent	Good	Poor	Good	Excellent	Fair	Good	Good	Fair	Good	Good
region_242	Fair	Good	Good	Fair	Poor	Good	Good	Good	Good	Fair	Fair	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Poor	Good	Good	Good	Good	Good	Good
region_243	Poor	Fair	Fair	Poor	Good	Good	Excellent	Fair	Poor	Good	Fair	Fair	Fair	Fair	Good	Good	Good	Good	Fair	Good	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Poor	Fair	Fair	Fair	Fair	Fair	Fair
region_244	Fair	Poor	Fair	Good	Excellent	Good	Fair	Good	Good	Excellent	Poor	Fair	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Fair	Fair	Fair	Good	Good	Poor	Fair	Fair	Fair	Excellent	Good	Good	Fair	Good	Fair	Good
region_245	Good	Excellent	Fair	Good	Fair	Good	Fair	Good	Good	Good	Fair	Good	Good	Fair	Fair	Excellent	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good
region_246	Fair	Good	Good	Fair	Fair	Fair	Fair	Good	Fair	Fair	Fair	Good	Good	Fair	Good	Good	Fair	Good	Fair	Good	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair
region_247	Good	Fair	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Excellent	Fair	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Fair	Good
region_248	Fair	Good	Fair	Fair	Fair	Good	Good	Good	Fair	Good	Fair	Fair	Good	Fair	Fair	Good	Fair	Fair	Poor	Good	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor
region_249	Good	Good	Fair	Fair	Good	Good	Good	Good	Fair	Good	Fair	Fair	Good	Good	Poor	Poor	Poor	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good
region_250	Good	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Fair	Fair	Good	Good	Good	Poor	Poor	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Good
region_251	Good	Good	Good	Good	Fair	Fair	Fair	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Fair	Good	Good	Good
region_252	Good	Fair	Good	Fair	Good	Good	Good	Fair	Fair	Fair	Fair	Fair	Good	Good	Fair	Fair	Good	Good	Fair	Good	Fair	Good	Good	Good	Excellent	Good	Fair	Fair	Good	Good	Good	Fair	Good	Good	Fair	Good	Fair	Good
region_253	Poor	Fair	Poor	Poor	Good	Fair	Good	Poor	Poor	Poor	Fair	Good	Good	Poor	Fair	Fair	Good	Good	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor
region_254	Fair	Poor	Fair	Excellent	Fair	Good	Good	Poor	Fair	Good	Good	Good	Good	Fair	Fair	Fair	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Fair	Good
region_255	Good	Fair	Good	Good	Fair	Good	Fair	Fair	Good	Fair	Poor	Fair	Good	Fair	Fair	Fair	Fair	Fair	Good	Good	Fair	Good	Fair	Fair	Good	Good	Fair	Poor	Good	Good	Good	Poor	Good	Good	Fair	Good	Fair	Good
region_256	Fair	Fair	Fair	Poor	Good	Fair	Fair	Fair	Good	Fair	Fair	Fair	Good	Poor	Good	Fair	Good	Good	Fair	Good	Fair	Fair	Good	Good	Fair	Fair	Fair	Fair	Good	Fair	Good	Poor	Good	Good	Fair	Poor	Good	Good
region_257	Good	Fair	Good	Fair	Good	Good	Good	Fair	Good	Fair	Good	Fair	Good	Excellent	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	Fair	Good	Poor	Good	Good	Good	Good	Fair	Good	Good
region_258	Fair	Poor	Good	Poor	Fair	Poor	Good	Fair	Fair	Good	Good	Poor	Fair	Good	Poor	Good	Fair	Poor	Good	Good	Good	Good	Good	Fair	Good	Fair	Fair	Good	Fair	Good	Fair	Excellent	Poor	Good	Good	Good	Fair	Good
region_259	Fair	Fair	Fair	Poor	Good	Poor	Poor	Poor	Poor	Fair	Fair	Fair	Good	Poor	Poor	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair
region_260	Good	Good	Good	Fair	Fair	Fair	Fair	Good	Fair	Good	Good	Fair	Good	Excellent	Good	Fair	Good	Good	Fair	Fair	Good	Good	Good	Excellent	Good	Good	Good	Good	Fair	Good	Fair	Excellent	Good	Good	Good	Good	Good	Good
region_261	Good	Poor	Excellent	Fair	Good	Good	Fair	Fair	Fair	Good	Fair	Fair	Fair	Excellent	Fair	Good	Excellent	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Good
region_262	Good	Good	Fair	Fair	Fair	Good	Fair	Fair	Good	Fair	Fair	Good	Good	Fair	Fair	Good	Fair	Good	Fair	Good	Poor	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Fair	Good	Fair	Good	Fair	Good
region_263	Good	Good	Excellent	Good	Fair	Fair	Good	Fair	Fair	Fair	Fair	Fair	Good	Good	Poor	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	Excellent	Good	Good	Good
region_264	Good	Good	Fair	Good	Good	Good	Good	Good	Fair	Fair	Fair	Fair	Good	Good	Fair	Fair	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Good	Poor	Good	Good	Good	Good	Good	Good
region_265	Fair	Fair	Good	Fair	Fair	Good	Good	Good	Fair	Poor	Fair	Fair	Good	Fair	Poor	Fair	Fair	Poor	Good	Good	Poor	Fair	Good	Good	Fair	Good	Good	Fair	Good	Fair	Fair	Fair	Fair	Good	Fair	Poor	Fair	Good
region_266	Good	Fair	Fair	Poor	Good	Poor	Poor	Fair	Fair	Poor	Fair	Fair	Fair	Fair	Poor	Poor	Fair	Poor	Poor	Poor	Poor	Good	Poor	Good	Good	Good	Good	Good	Fair	Poor	Good	Poor	Poor	Fair	Fair	Poor	Fair	Good
region_267	Good	Fair	Good	Fair	Excellent	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Excellent	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Fair	Good	Good	Fair	Good	Fair	Fair	Good	Good
region_268	Excellent	Poor	Good	Fair	Good	Fair	Fair	Good	Good	Excellent	Good	Good	Good	Fair	Poor	Fair	Fair	Good	Good	Good	Fair	Good	Fair	Fair	Fair	Good	Good	Poor	Fair	Good	Fair	Fair	Fair	Good	Good	Good	Good	Good
region_269	Good	Good	Good	Good	Good	Good	Excellent	Good	Good	Excellent	Good	Good	Good	Good	Good	Good	Excellent	Good	Good	Good	Good	Fair	Poor	Poor	Good	Good	Fair	Excellent	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good
region_270	Good	Good	Excellent	Good	Excellent	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Excellent	Good	Good	Fair	Good	Good	Good	Good	Fair	Good
region_271	Excellent	Excellent	Good	Good	Good	Good	Good	Good	Excellent	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good
region_272	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Fair	Good	Excellent	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Fair	Fair	Fair	Fair	Fair	Good	Good	Fair	Good	Good	Good
region_273	Fair	Good	Fair	Good	Excellent	Good	Fair	Good	Fair	Poor	Fair	Fair	Excellent	Good	Good	Fair	Good	Good	Good	Good	Fair	Fair	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good
region_274	Poor	Fair	Good	Good	Fair	Good	Good	Good	Good	Good	Fair	Fair	Good	Excellent	Good	Excellent	Excellent	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Excellent	Good	Good	Fair	Excellent	Fair	Good	Fair	Fair	Good	Good
region_275	Fair	Poor	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Poor	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Poor	Good	Good	Fair	Good	Good	Good
region_276	Fair	Good	Good	Good	Good	Fair	Fair	Good	Fair	Fair	Good	Fair	Good	Fair	Fair	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Poor	Fair	Good	Good	Good	Good	Good
region_277	Fair	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Fair	Excellent	Good	Fair	Fair	Good	Good	Good	Fair	Good	Good	Fair	Fair	Fair	Good
region_278	Fair	Good	Good	Good	Good	Good	Fair	Fair	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Good	Excellent	Good	Good	Excellent	Fair	Good	Fair	Fair	Good	Good
region_279	Good	Fair	Fair	Good	Good	Good	Good	Good	Excellent	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Excellent	Excellent	Good	Fair	Good	Good	Good	Fair	Good	Good	Good
region_280	Fair	Fair	Good	Fair	Fair	Good	Good	Fair	Good	Fair	Good	Fair	Good	Fair	Good	Fair	Good	Good	Fair	Good	Fair	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Excellent	Fair	Fair
region_281	Fair	Good	Fair	Fair	Good	Fair	Good	Fair	Good	Fair	Fair	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Fair	Fair	Good	Good	Fair	Good	Fair	Good	Good	Fair	Good	Fair	Good	Good	Fair	Good	Good	Good
region_282	Good	Fair	Fair	Good	Good	Good	Good	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair
region_283	Good	Fair	Good	Good	Poor	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good
region_284	Good	Poor	Good	Fair	Good	Fair	Good	Good	Fair	Fair	Fair	Good	Good	Fair	Good	Fair	Fair	Good	Good	Good	Fair	Good	Excellent	Good	Good	Good	Fair	Fair	Fair	Good	Good	Poor	Good	Good	Fair	Good	Good	Good
region_285	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Fair	Fair	Good	Fair	Good	Good	Fair	Good	Good	Fair	Fair	Good	Good
region_286	Good	Fair	Excellent	Good	Good	Good	Good	Fair	Fair	Fair	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Fair	Good	Good	Fair	Good	Fair	Fair	Fair	Good	Fair	Fair	Good	Good
region_287	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Poor	Good	Fair	Good	Good	Fair	Good	Good	Fair	Good	Good	Fair	Good	Fair	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Fair	Good
region_288	Fair	Good	Fair	Fair	Good	Good	Good	Good	Fair	Good	Fair	Fair	Good	Excellent	Good	Fair	Fair	Good	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair
region_289	Good	Fair	Good	Excellent	Good	Good	Excellent	Fair	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair
region_290	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Fair	Fair	Good	Good	Good	Good	Good
region_291	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Fair	Fair	Good	Poor	Poor	Good	Good	Fair	Good	Good	Excellent	Good	Good	Fair	Good	Fair	Good	Fair	Good	Good	Good	Good	Good
region_292	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Fair	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Fair	Good	Good
region_293	Good	Good	Good	Fair	Good	Fair	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Excellent	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good
region_294	Good	Fair	Fair	Fair	Excellent	Good	Good	Fair	Fair	Good	Fair	Good	Fair	Fair	Fair	Fair	Fair	Fair	Excellent	Good	Good	Fair	Fair	Good	Good	Good	Good	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair
region_295	Poor	Good	Good	Good	Fair	Good	Fair	Good	Excellent	Excellent	Good	Fair	Good	Good	Good	Excellent	Excellent	Excellent	Good	Good	Excellent	Good	Fair	Fair	Good	Excellent	Fair	Excellent	Excellent	Good	Good	Good	Fair	Good	Good	Fair	Good	Good
region_296	Good	Good	Fair	Fair	Good	Fair	Fair	Fair	Fair	Good	Excellent	Good	Good	Good	Poor	Excellent	Good	Fair	Good	Fair	Good	Good	Fair	Good	Fair	Good	Good	Fair	Fair	Fair	Good	Excellent	Poor	Good	Good	Poor	Fair	Good
region_297	Good	Excellent	Excellent	Fair	Good	Good	Good	Fair	Good	Good	Excellent	Good	Good	Good	Excellent	Good	Fair	Fair	Good	Fair	Good	Fair	Good	Good	Excellent	Fair	Good	Good	Good	Good	Excellent	Excellent	Fair	Poor	Excellent	Good	Good	Fair
region_298	Poor	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Fair	Excellent	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good
region_299	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Fair	Poor	Fair	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Fair	Good	Good
region_300	Good	Good	Good	Fair	Poor	Good	Good	Good	Fair	Fair	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Fair	Poor	Good	Good	Poor	Good	Good	Fair	Good	Good	Good
region_301	Fair	Fair	Good	Poor	Good	Poor	Poor	Poor	Poor	Good	Fair	Fair	Good	Good	Poor	Fair	Fair	Fair	Fair	Good	Fair	Good	Good	Good	Good	Fair	Good	Poor	Fair	Fair	Good	Excellent	Fair	Good	Fair	Good	Fair	Fair
region_302	Good	Good	Fair	Fair	Poor	Fair	Fair	Fair	Poor	Fair	Fair	Poor	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Fair	Good	Fair	Fair	Good	Fair	Poor	Fair	Fair	Fair	Poor	Fair	Fair	Fair	Fair	Fair	Fair
region_303	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Poor	Excellent	Good	Good	Excellent	Fair	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Excellent	Fair	Good	Good	Good	Good	Good
region_304	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Excellent	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Excellent	Good	Good	Good	Good	Good	Fair
region_305	Fair	Good	Fair	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Fair	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Fair	Good
region_306	Good	Good	Good	Good	Fair	Good	Fair	Good	Fair	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Fair	Good	Good
region_307	Good	Good	Fair	Good	Good	Fair	Good	Fair	Poor	Fair	Fair	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Good	Fair	Fair	Good	Good	Poor	Good	Good	Fair	Poor	Good	Good
region_308	Good	Fair	Good	Fair	Good	Good	Good	Fair	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Poor	Good	Good	Good	Good	Good	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair
region_309	Good	Fair	Good	Fair	Good	Good	Fair	Good	Good	Poor	Excellent	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Fair	Fair	Good	Fair	Fair	Good	Good
region_310	Fair	Fair	Fair	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good
region_311	Good	Fair	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Poor	Poor	Good	Good	Good	Good
region_312	Fair	Good	Fair	Good	Good	Good	Fair	Good	Poor	Good	Good	Fair	Fair	Fair	Fair	Good	Fair	Good	Fair	Good	Good	Fair	Fair	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Fair	Good	Good	Fair	Good	Good
region_313	Good	Good	Good	Good	Good	Excellent	Good	Good	Fair	Good	Fair	Fair	Good	Good	Good	Excellent	Good	Good	Good	Good	Good	Good	Good	Excellent	Good	Fair	Good	Excellent	Fair	Good	Good	Excellent	Fair	Good	Fair	Good	Good	Good
region_314	Good	Good	Fair	Fair	Good	Good	Good	Good	Poor	Fair	Excellent	Good	Good	Fair	Good	Good	Good	Good	Good	Fair	Fair	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good
region_315	Good	Good	Good	Fair	Good	Good	Fair	Fair	Fair	Good	Fair	Fair	Good	Excellent	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Excellent	Good	Good	Good	Fair	Fair	Good	Fair	Good	Fair	Good	Good	Good	Good	Good
region_316	Good	Fair	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Fair	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Fair	Good	Good	Fair	Good	Fair	Fair	Good	Good	Good	Fair	Fair	Good	Fair	Fair	Good	Good
region_317	Poor	Good	Fair	Fair	Good	Fair	Good	Good	Fair	Poor	Fair	Fair	Good	Fair	Good	Fair	Fair	Good	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor
region_318	Good	Fair	Fair	Fair	Good	Good	Fair	Good	Fair	Fair	Fair	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Poor	Fair	Good	Fair	Good	Fair	Good
region_319	Good	Poor	Good	Fair	Poor	Good	Fair	Good	Fair	Poor	Fair	Fair	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Good	Fair	Good	Fair	Good	Poor	Poor	Fair	Fair	Poor	Fair	Poor	Good	Excellent	Good	Good	Good
region_320	Good	Fair	Fair	Fair	Fair	Poor	Good	Fair	Fair	Poor	Fair	Good	Fair	Fair	Fair	Fair	Good	Fair	Good	Good	Good	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Fair	Good	Fair	Poor	Good	Good	Fair	Good	Fair	Good
region_321	Fair	Fair	Good	Fair	Good	Good	Fair	Fair	Fair	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Fair	Fair	Good	Good	Good	Excellent	Fair	Good	Poor	Good	Good	Good
region_322	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Poor	Good	Good	Excellent	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Fair	Good	Good	Fair	Good	Good	Excellent	Fair	Good	Fair	Good	Good	Good
region_323	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Fair	Good	Good	Good	Fair	Fair	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Fair	Good	Good	Fair	Good	Fair	Good
region_324	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Poor	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good
region_325	Fair	Fair	Good	Good	Poor	Good	Fair	Fair	Fair	Good	Fair	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Fair	Fair	Good	Good	Poor	Good	Good	Fair	Good	Fair	Good
region_326	Excellent	Fair	Good	Poor	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Poor	Good	Good	Good	Good	Good	Fair	Good	Fair	Fair	Fair	Good	Good	Fair	Fair	Good	Good	Fair	Poor	Good	Poor	Good	Good	Good
region_327	Good	Poor	Fair	Fair	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Fair	Fair	Good	Good	Fair	Good	Good	Good	Fair	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor
region_328	Fair	Fair	Fair	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Fair	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor	Poor
region_329	Fair	Good	Fair	Good	Fair	Fair	Fair	Fair	Good	Good	Good	Good	Good	Good	Fair	Excellent	Good	Excellent	Excellent	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good
region_330	Good	Good	Fair	Fair	Poor	Good	Good	Good	Fair	Good	Fair	Good	Fair	Fair	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Fair	Good	Fair	Good	Good	Fair	Good	Good	Fair	Fair	Good	Good
region_331	Good	Poor	Good	Fair	Good	Good	Good	Fair	Good	Poor	Fair	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Fair	Good	Fair	Fair	Good	Good	Poor	Good	Good	Good	Good	Good	Good
region_332	Excellent	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good
region_333	Good	Fair	Fair	Fair	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Excellent	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Excellent	Good	Good	Fair	Good	Good	Good
region_334	Good	Good	Fair	Fair	Good	Fair	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Good
region_335	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	Good	Fair	Good	Fair	Fair	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Fair	Fair	Good	Fair	Good	Good	Good
